chromosome	position	predicted	target	matched predicted	matched target	precision	recall	F1 score
14	6800	4	9	2.0	2.0	0.5	0.2222222222222222	0.3076923076923077
14	7200	2	13	2.0	4.0	1.0	0.3076923076923077	0.47058823529411764
14	7600	4	11	3.0	3.0	0.75	0.2727272727272727	0.4
14	8000	0	3	0.0	0.0		0.0	
14	8800	2	6	1.0	2.0	0.5	0.3333333333333333	0.4
14	9200	1	5	0.0	0.0	0.0	0.0	0.0
14	9600	4	5	1.0	1.0	0.25	0.2	0.2222222222222222
14	10000	2	8	2.0	2.0	1.0	0.25	0.4
15	2400	2	1	0.0	0.0	0.0	0.0	0.0
15	2800	1	1	0.0	0.0	0.0	0.0	0.0
15	3200	3	8	3.0	3.0	1.0	0.375	0.5454545454545455
15	3600	2	3	1.0	1.0	0.5	0.3333333333333333	0.4
15	4000	4	15	3.0	3.0	0.75	0.2	0.31578947368421056
15	4400	2	8	1.0	2.0	0.5	0.25	0.3333333333333333
15	4800	3	6	3.0	3.0	1.0	0.5	0.6666666666666666
15	5200	0	5	0.0	0.0		0.0	
15	5600	3	11	3.0	3.0	1.0	0.2727272727272727	0.42857142857142855
15	6000	3	6	1.0	1.0	0.3333333333333333	0.16666666666666666	0.2222222222222222
15	6400	9	12	7.0	7.0	0.7777777777777778	0.5833333333333334	0.6666666666666666
15	6800	3	12	2.0	2.0	0.6666666666666666	0.16666666666666666	0.26666666666666666
15	7200	9	15	7.0	7.0	0.7777777777777778	0.4666666666666667	0.5833333333333334
15	7600	4	18	4.0	5.0	1.0	0.2777777777777778	0.4347826086956522
15	8000	3	14	2.0	3.0	0.6666666666666666	0.21428571428571427	0.3243243243243243
15	8400	2	5	2.0	2.0	1.0	0.4	0.5714285714285714
15	8800	9	18	8.0	10.0	0.8888888888888888	0.5555555555555556	0.6837606837606838
15	9200	1	2	1.0	1.0	1.0	0.5	0.6666666666666666
15	9600	2	4	1.0	1.0	0.5	0.25	0.3333333333333333
16	0	10	9	5.0	5.0	0.5	0.5555555555555556	0.5263157894736842
16	400	2	5	1.0	1.0	0.5	0.2	0.2857142857142857
16	800	6	16	5.0	5.0	0.8333333333333334	0.3125	0.45454545454545453
16	1200	4	5	4.0	4.0	1.0	0.8	0.8888888888888888
16	1600	5	6	3.0	3.0	0.6	0.5	0.5454545454545454
16	2000	11	13	7.0	7.0	0.6363636363636364	0.5384615384615384	0.5833333333333333
16	2400	1	7	1.0	2.0	1.0	0.2857142857142857	0.4444444444444444
16	2800	7	7	3.0	3.0	0.42857142857142855	0.42857142857142855	0.42857142857142855
16	4800	3	3	1.0	1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333
16	5200	4	3	3.0	3.0	0.75	1.0	0.8571428571428572
16	5600	6	19	6.0	7.0	1.0	0.3684210526315789	0.5384615384615384
16	6400	2	12	2.0	2.0	1.0	0.16666666666666666	0.2857142857142857
16	6800	9	14	5.0	5.0	0.5555555555555556	0.35714285714285715	0.4347826086956522
16	7200	4	6	3.0	3.0	0.75	0.5	0.6000000000000001
16	7600	1	2	1.0	1.0	1.0	0.5	0.6666666666666666
16	8000	2	4	2.0	2.0	1.0	0.5	0.6666666666666666
16	8400	13	23	12.0	14.0	0.9230769230769231	0.6086956521739131	0.7336244541484715
17	0	6	8	3.0	3.0	0.5	0.375	0.4285714285714286
17	400	6	14	4.0	5.0	0.6666666666666666	0.35714285714285715	0.46511627906976744
17	800	2	6	1.0	2.0	0.5	0.3333333333333333	0.4
17	1200	1	4	1.0	1.0	1.0	0.25	0.4
17	1600	5	12	3.0	3.0	0.6	0.25	0.3529411764705882
17	2800	3	12	3.0	3.0	1.0	0.25	0.4
17	3200	5	15	3.0	3.0	0.6	0.2	0.3
17	3600	6	17	4.0	5.0	0.6666666666666666	0.29411764705882354	0.4081632653061224
17	4000	16	28	15.0	16.0	0.9375	0.5714285714285714	0.7100591715976332
17	4400	16	26	12.0	14.0	0.75	0.5384615384615384	0.626865671641791
17	4800	4	13	4.0	5.0	1.0	0.38461538461538464	0.5555555555555556
17	5200	0	9	0.0	0.0		0.0	
17	5600	6	13	6.0	7.0	1.0	0.5384615384615384	0.7
17	6000	5	10	5.0	5.0	1.0	0.5	0.6666666666666666
17	6400	4	8	3.0	3.0	0.75	0.375	0.5
17	6800	2	7	2.0	2.0	1.0	0.2857142857142857	0.4444444444444444
17	7200	8	25	8.0	9.0	1.0	0.36	0.5294117647058824
17	7600	10	15	9.0	10.0	0.9	0.6666666666666666	0.7659574468085106
18	0	2	14	2.0	2.0	1.0	0.14285714285714285	0.25
18	400	0	3	0.0	0.0		0.0	
18	800	1	12	1.0	2.0	1.0	0.16666666666666666	0.2857142857142857
18	1200	2	9	2.0	2.0	1.0	0.2222222222222222	0.36363636363636365
18	2000	1	4	0.0	0.0	0.0	0.0	0.0
18	2400	1	1	0.0	0.0	0.0	0.0	0.0
18	2800	0	2	0.0	0.0		0.0	
18	3200	3	5	1.0	1.0	0.3333333333333333	0.2	0.25
18	4000	1	1	1.0	1.0	1.0	1.0	1.0
18	4400	4	8	3.0	3.0	0.75	0.375	0.5
18	5200	4	3	3.0	2.0	0.75	0.6666666666666666	0.7058823529411765
18	5600	3	4	1.0	1.0	0.3333333333333333	0.25	0.2857142857142857
18	6000	4	8	4.0	4.0	1.0	0.5	0.6666666666666666
18	7200	2	3	1.0	1.0	0.5	0.3333333333333333	0.4
19	0	11	26	8.0	7.0	0.7272727272727273	0.2692307692307692	0.3929824561403509
19	400	8	27	8.0	9.0	1.0	0.3333333333333333	0.5
19	800	9	15	7.0	7.0	0.7777777777777778	0.4666666666666667	0.5833333333333334
19	1200	8	16	7.0	7.0	0.875	0.4375	0.5833333333333334
19	1600	11	25	11.0	12.0	1.0	0.48	0.6486486486486486
19	2800	2	6	2.0	2.0	1.0	0.3333333333333333	0.5
19	3200	8	11	8.0	8.0	1.0	0.7272727272727273	0.8421052631578947
19	3600	4	17	4.0	4.0	1.0	0.23529411764705882	0.38095238095238093
19	4000	5	11	4.0	4.0	0.8	0.36363636363636365	0.5
19	4400	9	24	9.0	8.0	1.0	0.3333333333333333	0.5
19	4800	14	24	12.0	12.0	0.8571428571428571	0.5	0.631578947368421
19	5200	3	3	0.0	0.0	0.0	0.0	0.0
20	0	7	18	7.0	7.0	1.0	0.3888888888888889	0.56
20	400	7	11	6.0	6.0	0.8571428571428571	0.5454545454545454	0.6666666666666666
20	800	0	1	0.0	0.0		0.0	
20	1200	0	1	0.0	0.0		0.0	
20	1600	0	3	0.0	0.0		0.0	
20	2000	4	6	1.0	1.0	0.25	0.16666666666666666	0.2
20	3200	4	12	3.0	3.0	0.75	0.25	0.375
20	3600	4	13	3.0	3.0	0.75	0.23076923076923078	0.35294117647058826
20	4000	2	18	2.0	2.0	1.0	0.1111111111111111	0.2
20	4400	8	15	6.0	6.0	0.75	0.4	0.5217391304347826
20	4800	6	17	6.0	7.0	1.0	0.4117647058823529	0.5833333333333333
20	5200	3	7	3.0	3.0	1.0	0.42857142857142855	0.6
20	5600	2	9	2.0	2.0	1.0	0.2222222222222222	0.36363636363636365
21	2800	2	5	1.0	1.0	0.5	0.2	0.2857142857142857
21	3200	4	13	4.0	4.0	1.0	0.3076923076923077	0.47058823529411764
21	3600	3	10	2.0	2.0	0.6666666666666666	0.2	0.3076923076923077
21	4000	4	6	4.0	4.0	1.0	0.6666666666666666	0.8
21	4400	9	20	8.0	8.0	0.8888888888888888	0.4	0.5517241379310345
22	2000	9	16	7.0	7.0	0.7777777777777778	0.4375	0.56
22	2400	7	12	6.0	6.0	0.8571428571428571	0.5	0.631578947368421
22	2800	8	18	5.0	5.0	0.625	0.2777777777777778	0.3846153846153847
22	3200	3	12	3.0	3.0	1.0	0.25	0.4
22	3600	11	9	6.0	6.0	0.5454545454545454	0.6666666666666666	0.6
22	4000	6	9	5.0	5.0	0.8333333333333334	0.5555555555555556	0.6666666666666666
22	4400	11	10	7.0	7.0	0.6363636363636364	0.7	0.6666666666666666
X	0	5	6	2.0	2.0	0.4	0.3333333333333333	0.36363636363636365
X	800	7	7	4.0	3.0	0.5714285714285714	0.42857142857142855	0.48979591836734687
X	1200	2	8	0.0	0.0	0.0	0.0	0.0
X	1600	2	2	0.0	0.0	0.0	0.0	0.0
X	2000	6	2	1.0	1.0	0.16666666666666666	0.5	0.25
X	2400	2	2	1.0	1.0	0.5	0.5	0.5
X	2800	5	3	2.0	2.0	0.4	0.6666666666666666	0.5
X	3600	3	2	0.0	0.0	0.0	0.0	0.0
X	4000	8	7	1.0	1.0	0.125	0.14285714285714285	0.13333333333333333
X	4400	2	5	0.0	0.0	0.0	0.0	0.0
X	4800	0	3	0.0	0.0		0.0	
X	5200	2	1	0.0	0.0	0.0	0.0	0.0
X	6400	5	5	1.0	1.0	0.2	0.2	0.2
X	6800	5	7	2.0	2.0	0.4	0.2857142857142857	0.3333333333333333
X	7200	1	2	0.0	0.0	0.0	0.0	0.0
X	9600	2	1	0.0	0.0	0.0	0.0	0.0
X	10000	7	6	1.0	1.0	0.14285714285714285	0.16666666666666666	0.15384615384615385
X	10400	4	2	0.0	0.0	0.0	0.0	0.0
X	10800	6	5	1.0	1.0	0.16666666666666666	0.2	0.18181818181818182
X	11200	3	1	0.0	0.0	0.0	0.0	0.0
X	11600	6	9	1.0	1.0	0.16666666666666666	0.1111111111111111	0.13333333333333333
X	12000	4	2	0.0	0.0	0.0	0.0	0.0
X	12800	5	10	5.0	4.0	1.0	0.4	0.5714285714285714
X	13200	1	3	1.0	1.0	1.0	0.3333333333333333	0.5
X	13600	4	1	0.0	0.0	0.0	0.0	0.0
X	14800	4	7	1.0	1.0	0.25	0.14285714285714285	0.18181818181818182
