chromosome	position	predicted	target	matched predicted	matched target	precision	recall	F1 score
12	9200	3	11	2.0	2.0	0.6666666666666666	0.18181818181818182	0.2857142857142857
12	9600	8	3	0.0	0.0	0.0	0.0	0.0
12	10000	2	3	1.0	1.0	0.5	0.3333333333333333	0.4
12	10400	7	8	2.0	1.0	0.2857142857142857	0.125	0.17391304347826086
12	10800	9	14	5.0	5.0	0.5555555555555556	0.35714285714285715	0.4347826086956522
12	11200	2	8	2.0	2.0	1.0	0.25	0.4
12	11600	5	6	1.0	1.0	0.2	0.16666666666666666	0.18181818181818182
12	12000	10	15	9.0	9.0	0.9	0.6	0.72
12	12400	6	4	3.0	3.0	0.5	0.75	0.6000000000000001
12	12800	1	2	0.0	0.0	0.0	0.0	0.0
13	2000	9	3	0.0	0.0	0.0	0.0	0.0
13	2400	6	6	1.0	1.0	0.16666666666666666	0.16666666666666666	0.16666666666666666
13	2800	20	2	0.0	0.0	0.0	0.0	0.0
13	3200	8	1	0.0	0.0	0.0	0.0	0.0
13	3600	8	1	0.0	0.0	0.0	0.0	0.0
13	4000	5	4	1.0	2.0	0.2	0.5	0.2857142857142857
13	4400	9	8	3.0	2.0	0.3333333333333333	0.25	0.2857142857142857
13	4800	23	4	1.0	1.0	0.043478260869565216	0.25	0.07407407407407407
13	5200	19	3	0.0	0.0	0.0	0.0	0.0
13	7600	8	1	0.0	0.0	0.0	0.0	0.0
13	8000	13	3	2.0	3.0	0.15384615384615385	1.0	0.26666666666666666
13	8400	8	1	0.0	0.0	0.0	0.0	0.0
13	9200	19	6	1.0	1.0	0.05263157894736842	0.16666666666666666	0.08
13	9600	17	5	0.0	0.0	0.0	0.0	0.0
13	10000	10	5	1.0	1.0	0.1	0.2	0.13333333333333333
13	10800	20	2	1.0	1.0	0.05	0.5	0.09090909090909091
14	2000	8	13	6.0	6.0	0.75	0.46153846153846156	0.5714285714285714
14	2400	8	5	1.0	1.0	0.125	0.2	0.15384615384615385
14	2800	5	3	0.0	0.0	0.0	0.0	0.0
14	3200	17	6	2.0	2.0	0.11764705882352941	0.3333333333333333	0.17391304347826086
14	3600	7	3	0.0	0.0	0.0	0.0	0.0
14	4800	4	5	1.0	1.0	0.25	0.2	0.2222222222222222
14	5200	12	4	3.0	3.0	0.25	0.75	0.375
14	5600	6	2	0.0	0.0	0.0	0.0	0.0
14	6000	6	4	0.0	0.0	0.0	0.0	0.0
14	6400	11	4	2.0	2.0	0.18181818181818182	0.5	0.26666666666666666
14	6800	6	9	1.0	1.0	0.16666666666666666	0.1111111111111111	0.13333333333333333
14	7200	14	13	5.0	6.0	0.35714285714285715	0.46153846153846156	0.40268456375838924
14	7600	11	11	5.0	4.0	0.45454545454545453	0.36363636363636365	0.40404040404040403
14	8000	8	3	0.0	0.0	0.0	0.0	0.0
14	8800	10	6	1.0	2.0	0.1	0.3333333333333333	0.15384615384615385
14	9200	4	5	1.0	1.0	0.25	0.2	0.2222222222222222
14	9600	10	5	1.0	1.0	0.1	0.2	0.13333333333333333
14	10000	11	8	4.0	4.0	0.36363636363636365	0.5	0.42105263157894735
15	2400	2	1	0.0	0.0	0.0	0.0	0.0
15	2800	8	1	0.0	0.0	0.0	0.0	0.0
15	3200	9	8	3.0	3.0	0.3333333333333333	0.375	0.35294117647058826
15	3600	2	3	1.0	1.0	0.5	0.3333333333333333	0.4
15	4000	3	15	2.0	2.0	0.6666666666666666	0.13333333333333333	0.2222222222222222
15	4400	4	8	2.0	3.0	0.5	0.375	0.4285714285714286
15	4800	4	6	3.0	3.0	0.75	0.5	0.6000000000000001
15	5200	2	5	1.0	1.0	0.5	0.2	0.2857142857142857
15	5600	2	11	2.0	2.0	1.0	0.18181818181818182	0.3076923076923077
15	6000	3	6	2.0	2.0	0.6666666666666666	0.3333333333333333	0.4444444444444444
15	6400	7	12	5.0	5.0	0.7142857142857143	0.4166666666666667	0.5263157894736842
15	6800	1	12	1.0	1.0	1.0	0.08333333333333333	0.15384615384615385
15	7200	8	15	5.0	5.0	0.625	0.3333333333333333	0.4347826086956522
15	7600	5	18	4.0	5.0	0.8	0.2777777777777778	0.4123711340206186
15	8000	4	14	2.0	3.0	0.5	0.21428571428571427	0.3
15	8400	4	5	2.0	2.0	0.5	0.4	0.4444444444444444
15	8800	11	18	11.0	13.0	1.0	0.7222222222222222	0.8387096774193549
15	9200	4	2	1.0	1.0	0.25	0.5	0.3333333333333333
15	9600	1	4	0.0	0.0	0.0	0.0	0.0
16	0	5	9	3.0	3.0	0.6	0.3333333333333333	0.42857142857142855
16	400	3	5	1.0	1.0	0.3333333333333333	0.2	0.25
16	800	4	16	3.0	3.0	0.75	0.1875	0.30000000000000004
16	1200	11	5	3.0	3.0	0.2727272727272727	0.6	0.37499999999999994
16	1600	8	6	3.0	3.0	0.375	0.5	0.4285714285714286
16	2000	16	13	6.0	6.0	0.375	0.46153846153846156	0.4137931034482759
16	2400	5	7	1.0	2.0	0.2	0.2857142857142857	0.23529411764705882
16	2800	7	7	1.0	1.0	0.14285714285714285	0.14285714285714285	0.14285714285714285
16	4800	4	3	1.0	1.0	0.25	0.3333333333333333	0.2857142857142857
16	5200	4	3	2.0	2.0	0.5	0.6666666666666666	0.5714285714285714
16	5600	13	19	7.0	8.0	0.5384615384615384	0.42105263157894735	0.4725738396624472
16	6400	6	12	3.0	3.0	0.5	0.25	0.3333333333333333
16	6800	32	14	6.0	5.0	0.1875	0.35714285714285715	0.24590163934426232
16	7200	5	6	1.0	1.0	0.2	0.16666666666666666	0.18181818181818182
16	7600	2	2	2.0	2.0	1.0	1.0	1.0
16	8000	2	4	2.0	2.0	1.0	0.5	0.6666666666666666
16	8400	18	23	14.0	16.0	0.7777777777777778	0.6956521739130435	0.7344262295081968
17	0	11	8	2.0	2.0	0.18181818181818182	0.25	0.21052631578947367
17	400	4	14	3.0	4.0	0.75	0.2857142857142857	0.4137931034482759
17	800	3	6	1.0	2.0	0.3333333333333333	0.3333333333333333	0.3333333333333333
17	1200	7	4	3.0	2.0	0.42857142857142855	0.5	0.46153846153846145
17	1600	11	12	4.0	4.0	0.36363636363636365	0.3333333333333333	0.34782608695652173
17	2800	7	12	6.0	7.0	0.8571428571428571	0.5833333333333334	0.6942148760330579
17	3200	8	15	7.0	7.0	0.875	0.4666666666666667	0.6086956521739131
17	3600	10	17	5.0	6.0	0.5	0.35294117647058826	0.4137931034482759
17	4000	17	28	14.0	15.0	0.8235294117647058	0.5357142857142857	0.6491499227202473
17	4400	18	26	11.0	12.0	0.6111111111111112	0.46153846153846156	0.5258964143426296
17	4800	5	13	4.0	4.0	0.8	0.3076923076923077	0.4444444444444444
17	5200	7	9	0.0	0.0	0.0	0.0	0.0
17	5600	6	13	6.0	7.0	1.0	0.5384615384615384	0.7
17	6000	7	10	4.0	4.0	0.5714285714285714	0.4	0.47058823529411764
17	6400	4	8	2.0	2.0	0.5	0.25	0.3333333333333333
17	6800	4	7	3.0	3.0	0.75	0.42857142857142855	0.5454545454545454
17	7200	8	25	6.0	7.0	0.75	0.28	0.4077669902912622
17	7600	7	15	7.0	8.0	1.0	0.5333333333333333	0.6956521739130435
18	0	8	14	5.0	4.0	0.625	0.2857142857142857	0.3921568627450981
18	400	10	3	0.0	0.0	0.0	0.0	0.0
18	800	14	12	0.0	0.0	0.0	0.0	0.0
18	1200	7	9	2.0	2.0	0.2857142857142857	0.2222222222222222	0.25
18	2000	6	4	0.0	0.0	0.0	0.0	0.0
18	2400	8	1	0.0	0.0	0.0	0.0	0.0
18	2800	1	2	0.0	0.0	0.0	0.0	0.0
18	3200	12	5	3.0	3.0	0.25	0.6	0.3529411764705882
18	4000	11	1	1.0	1.0	0.09090909090909091	1.0	0.16666666666666666
18	4400	6	8	2.0	2.0	0.3333333333333333	0.25	0.2857142857142857
18	5200	4	3	2.0	2.0	0.5	0.6666666666666666	0.5714285714285714
18	5600	3	4	2.0	2.0	0.6666666666666666	0.5	0.5714285714285714
18	6000	2	8	2.0	2.0	1.0	0.25	0.4
18	7200	2	3	1.0	1.0	0.5	0.3333333333333333	0.4
19	0	12	26	10.0	8.0	0.8333333333333334	0.3076923076923077	0.449438202247191
19	400	12	27	9.0	9.0	0.75	0.3333333333333333	0.46153846153846156
19	800	4	15	4.0	5.0	1.0	0.3333333333333333	0.5
19	1200	11	16	7.0	7.0	0.6363636363636364	0.4375	0.5185185185185186
19	1600	13	25	12.0	13.0	0.9230769230769231	0.52	0.6652452025586354
19	2800	3	6	3.0	3.0	1.0	0.5	0.6666666666666666
19	3200	8	11	7.0	7.0	0.875	0.6363636363636364	0.7368421052631579
19	3600	6	17	4.0	4.0	0.6666666666666666	0.23529411764705882	0.34782608695652173
19	4000	6	11	6.0	6.0	1.0	0.5454545454545454	0.7058823529411764
19	4400	10	24	10.0	10.0	1.0	0.4166666666666667	0.5882352941176471
19	4800	17	24	13.0	14.0	0.7647058823529411	0.5833333333333334	0.6618181818181819
19	5200	3	3	0.0	0.0	0.0	0.0	0.0
20	0	9	18	7.0	7.0	0.7777777777777778	0.3888888888888889	0.5185185185185186
20	400	6	11	5.0	5.0	0.8333333333333334	0.45454545454545453	0.588235294117647
20	800	2	1	0.0	0.0	0.0	0.0	0.0
20	1200	2	1	0.0	0.0	0.0	0.0	0.0
20	1600	2	3	0.0	0.0	0.0	0.0	0.0
20	2000	4	6	1.0	1.0	0.25	0.16666666666666666	0.2
20	3200	5	12	3.0	3.0	0.6	0.25	0.3529411764705882
20	3600	6	13	3.0	3.0	0.5	0.23076923076923078	0.31578947368421056
20	4000	4	18	3.0	5.0	0.75	0.2777777777777778	0.4054054054054055
20	4400	9	15	7.0	6.0	0.7777777777777778	0.4	0.5283018867924528
20	4800	13	17	8.0	9.0	0.6153846153846154	0.5294117647058824	0.5691699604743083
20	5200	3	7	3.0	3.0	1.0	0.42857142857142855	0.6
20	5600	5	9	4.0	4.0	0.8	0.4444444444444444	0.5714285714285714
21	2800	3	5	2.0	3.0	0.6666666666666666	0.6	0.631578947368421
21	3200	6	13	5.0	4.0	0.8333333333333334	0.3076923076923077	0.449438202247191
21	3600	2	10	2.0	3.0	1.0	0.3	0.46153846153846145
21	4000	10	6	4.0	4.0	0.4	0.6666666666666666	0.5
21	4400	8	20	7.0	7.0	0.875	0.35	0.5
22	2000	28	16	9.0	9.0	0.32142857142857145	0.5625	0.4090909090909091
22	2400	9	12	5.0	5.0	0.5555555555555556	0.4166666666666667	0.4761904761904763
22	2800	6	18	5.0	5.0	0.8333333333333334	0.2777777777777778	0.4166666666666667
22	3200	6	12	5.0	5.0	0.8333333333333334	0.4166666666666667	0.5555555555555556
22	3600	9	9	5.0	5.0	0.5555555555555556	0.5555555555555556	0.5555555555555556
22	4000	8	9	4.0	4.0	0.5	0.4444444444444444	0.47058823529411764
22	4400	10	10	8.0	8.0	0.8	0.8	0.8
X	0	15	6	1.0	1.0	0.06666666666666667	0.16666666666666666	0.09523809523809523
X	800	31	7	4.0	4.0	0.12903225806451613	0.5714285714285714	0.21052631578947367
X	1200	22	8	2.0	2.0	0.09090909090909091	0.25	0.13333333333333333
X	1600	27	2	0.0	0.0	0.0	0.0	0.0
X	2000	15	2	1.0	2.0	0.06666666666666667	1.0	0.125
X	2400	12	2	1.0	1.0	0.08333333333333333	0.5	0.14285714285714285
X	2800	15	3	2.0	2.0	0.13333333333333333	0.6666666666666666	0.2222222222222222
X	3600	13	2	0.0	0.0	0.0	0.0	0.0
X	4000	44	7	4.0	4.0	0.09090909090909091	0.5714285714285714	0.1568627450980392
X	4400	15	5	2.0	2.0	0.13333333333333333	0.4	0.2
X	4800	6	3	0.0	0.0	0.0	0.0	0.0
X	5200	25	1	1.0	1.0	0.04	1.0	0.07692307692307693
X	6400	16	5	2.0	2.0	0.125	0.4	0.19047619047619047
X	6800	31	7	1.0	1.0	0.03225806451612903	0.14285714285714285	0.05263157894736842
X	7200	27	2	0.0	0.0	0.0	0.0	0.0
X	9600	18	1	0.0	0.0	0.0	0.0	0.0
X	10000	34	6	2.0	2.0	0.058823529411764705	0.3333333333333333	0.1
X	10400	11	2	1.0	2.0	0.09090909090909091	1.0	0.16666666666666666
X	10800	33	5	4.0	3.0	0.12121212121212122	0.6	0.20168067226890757
X	11200	23	1	0.0	0.0	0.0	0.0	0.0
X	11600	32	9	2.0	2.0	0.0625	0.2222222222222222	0.0975609756097561
X	12000	15	2	0.0	0.0	0.0	0.0	0.0
X	12800	32	10	4.0	4.0	0.125	0.4	0.19047619047619047
X	13200	12	3	0.0	0.0	0.0	0.0	0.0
X	13600	18	1	0.0	0.0	0.0	0.0	0.0
X	14800	13	7	2.0	3.0	0.15384615384615385	0.42857142857142855	0.22641509433962262
